Stock/None,,
FPV F6 Typhoon '04 (Stock),09A8,10A1F810 000009A8 
FPV GT '04 (Stock),09A9,10A1F810 000009A9 
Gathers Drider CIVIC Race Car '98 (Stock),088A,10A1F810 0000088A 
Gillet Vertigo Race Car '04 (Stock),094B,10A1F810 0000094B 
Ginetta G4 '64 (Stock),0916,10A1F810 00000916 
HKS GENKI HYPER SILVIA RS2 (D1GP) '04 (Stock),092A,10A1F810 0000092A 
Holden Commodore SS '04 (Stock),09B4,10A1F810 000009B4 
Holden Monaro CV8 '04 (Stock),0977,10A1F810 00000977 
Hommell Berlinette R/S Coupe '99 (Stock),095C,10A1F810 0000095C 
Honda 1300 Coupe 9 S '70 (Stock),06A9,10A1F810 000006A9 
Honda ACCORD Coupe (US) '88 (Stock),06AA,10A1F810 000006AA 
Honda ACCORD Coupe EX V6 (US) '03 (Stock),071E,10A1F810 0000071E 
Honda ACCORD Euro-R '00 (Stock),0794,10A1F810 00000794 
Honda ACCORD Euro-R '02 (Stock),0793,10A1F810 00000793 
Honda ARTA NSX (JGTC) '00 (Stock),06B7,10A1F810 000006B7 
Honda BALLADE SPORTS CR-X 1.5i '83 (Stock),0686,10A1F810 00000686 
Honda BEAT '91 (Stock),06B3,10A1F810 000006B3 
Honda BEAT Version F '92 (Stock),0849,10A1F810 00000849 
Honda BEAT Version Z '93 (Stock),084A,10A1F810 0000084A 
Honda Castrol MUGEN NSX (JGTC) '00 (Stock),06B6,10A1F810 000006B6 
Honda CITY Turbo II '83 (Stock),0687,10A1F810 00000687 
Honda CIVIC 1500 3door 25i '83 (Stock),0846,10A1F810 00000846 
Honda CIVIC 1500 3door CX '79 (Stock),08A0,10A1F810 000008A0 
Honda CIVIC SiR-II (EG) '91 (Stock),08A2,10A1F810 000008A2 
Honda CIVIC SiR-II (EG) '92 (Stock),08A3,10A1F810 000008A3 
Honda CIVIC SiR-II (EG) '93 (Stock),064F,10A1F810 0000064F 
Honda CIVIC SiR-II (EG) '95 (Stock),08A4,10A1F810 000008A4 
Honda CIVIC TYPE R (EK) '97 (Stock),092B,10A1F810 0000092B 
Honda CIVIC TYPE R (EK) '98 (Stock),06F6,10A1F810 000006F6 
Honda CIVIC TYPE R (EP) '01 (Stock),07AA,10A1F810 000007AA 
Honda CIVIC TYPE R (EP) '04 (Stock),092C,10A1F810 0000092C 
Honda CR-X del Sol SiR '92 (Stock),08A5,10A1F810 000008A5 
Honda CR-X SiR '90 (Stock),08EC,10A1F810 000008EC 
Honda DUALNOTE '01 (Stock),08ED,10A1F810 000008ED 
Honda ELEMENT '03 (Stock),0848,10A1F810 00000848 
Honda ELEMENT '03 (VCD Applied),0A22,10A1F810 00000A22 
Honda HSC "The 37th Tokyo Motor Show Concept Car" '03 (Stock),06AB,10A1F810 000006AB 
Honda S2000 '01 (Stock),07FA,10A1F810 000007FA 
Honda S2000 '03 (Stock),087C,10A1F810 0000087C 
Honda S2000 '99 (Stock),07F9,10A1F810 000007F9 
Honda S2000 Type V '00 (Stock),07FE,10A1F810 000007FE 
Honda S2000 Type V '01 (Stock),07FF,10A1F810 000007FF 
Honda S2000 Type V '03 (Stock),0A88,10A1F810 00000A88 
Honda Insight '99 (Stock),06AC,10A1F810 000006AC 
Honda INTEGRA TYPE R (DC2) '95 (Stock),08A6,10A1F810 000008A6 
Honda INTEGRA TYPE R (DC2) '98 (Stock),06F5,10A1F810 000006F5 
Honda INTEGRA TYPE R (DC2) '99 (Stock),08A7,10A1F810 000008A7 
Honda INTEGRA TYPE R (DC5) '03 (Stock),0942,10A1F810 00000942 
Honda INTEGRA TYPE R Touring Car '02 (Stock),0721,10A1F810 00000721 
Honda Jazz 1.4 dsi Se Sp '01 (Stock),09FD,10A1F810 000009FD 
Honda LIFE STEP VAN '72 (Stock),0847,10A1F810 00000847 
Honda LOCTITE MUGEN NSX (JGTC) '01 (Stock),06B8,10A1F810 000006B8 
Honda Mobil 1 NSX (JGTC) '01 (Stock),06B9,10A1F810 000006B9 
Honda MUGEN MOTUL CIVIC Si Race Car '87 (Stock),08A1,10A1F810 000008A1 
Honda N360 '67 (Stock),06AD,10A1F810 000006AD 
Honda NSX '01 (Stock),092E,10A1F810 0000092E 
Honda NSX '90 (Stock),092D,10A1F810 0000092D 
Honda NSX '93 (Stock),097A,10A1F810 0000097A 
Honda NSX '95 (Stock),097B,10A1F810 0000097B 
Honda NSX '97 (Stock),097C,10A1F810 0000097C 
Honda NSX '99 (Stock),097D,10A1F810 0000097D 
Honda NSX Type R '02 (Stock),078A,10A1F810 0000078A 
Honda NSX Type R '92 (Stock),0723,10A1F810 00000723 
Honda NSX Type S '01 (Stock),0930,10A1F810 00000930 
Honda NSX Type S '97 (Stock),092F,10A1F810 0000092F 
Honda NSX Type S '99 (Stock),097E,10A1F810 0000097E 
Honda NSX Type S Zero '97 (Stock),066E,10A1F810 0000066E 
Honda NSX Type S Zero '99 (Stock),0931,10A1F810 00000931 
Honda NSX-R Concept '01 (Stock),0770,10A1F810 00000770 
Honda NSX-R Prototype LM Race Car '02 (Stock),066D,10A1F810 0000066D 
Honda NSX-R Prototype LM Road Car '02 (Stock),07D8,10A1F810 000007D8 
Honda Odyssey '03 (Stock),06AE,10A1F810 000006AE 
Honda Odyssey '03 (VCD Applied),0A57,10A1F810 00000A57 
Honda PRELUDE Si VTEC '91 (Stock),0771,10A1F810 00000771 
Honda PRELUDE SiR '96 (Stock),06B0,10A1F810 000006B0 
Honda PRELUDE SiR S spec '98 (Stock),0959,10A1F810 00000959 
Honda PRELUDE Type S '96 (Stock),0671,10A1F810 00000671 
Honda PRELUDE Type S '98 (Stock),0932,10A1F810 00000932 
Honda RAYBRIG NSX (JGTC) '00 (Stock),06B5,10A1F810 000006B5 
Honda S2000 LM Race Car '01 (Stock),07FB,10A1F810 000007FB 
Honda S500 '63 (Stock),08A9,10A1F810 000008A9 
Honda S600 '64 (Stock),08AA,10A1F810 000008AA 
Honda S800 '66 (Stock),06B1,10A1F810 000006B1 
Honda S800 RSC Race Car '68 (Stock),088B,10A1F810 0000088B 
Honda TAKATA DOME NSX (JGTC) '03 (Stock),06B4,10A1F810 000006B4 
Honda TODAY G '85 (Stock),06B2,10A1F810 000006B2 
Honda Z ACT '70 (Stock),075E,10A1F810 0000075E 
HPA Motorsports Stage II R32 '04 (Stock),0AAF,10A1F810 00000AAF 
HPA Motorsports Stage II R32 '04 (VCD Applied),0AB7,10A1F810 00000AB7 
Hyundai Accent Rally Car '01 (Stock),081D,10A1F810 0000081D 
Hyundai Clix '01 (Stock),0758,10A1F810 00000758 
Hyundai Clix '01 (VCD Applied),0A20,10A1F810 00000A20 
Hyundai Coupe FX '01 (Stock),0759,10A1F810 00000759 
Hyundai HCD6 '01 (Stock),081F,10A1F810 0000081F 
Infiniti FX45 Concept '02 (Stock),07BE,10A1F810 000007BE 
Infiniti G35 SEDAN '03 (Stock),07BF,10A1F810 000007BF 
Isuzu 117 Coupe '68 (Stock),063F,10A1F810 0000063F 
Isuzu Bellett 1600 GT-R '69 (Stock),08AB,10A1F810 000008AB 
Isuzu PIAZZA XE '81 (Stock),0689,10A1F810 00000689 
Jaguar E-Type Coupe '61 (Stock),084B,10A1F810 0000084B 
Jaguar S-Type R '02 (Stock),074F,10A1F810 0000074F 
Jaguar XJ220 '92 (Stock),0814,10A1F810 00000814 
Jaguar XJ220 LM Race Car '01 (Stock),08EE,10A1F810 000008EE 
Jaguar XJR-9 Race Car '88 (Stock),0AAC,10A1F810 00000AAC 
Jaguar XKR Coupe '99 (Stock),0815,10A1F810 00000815 
Jaguar XKR R-Performance '02 (Stock),0751,10A1F810 00000751 
Jay Leno Tank Car '03 (Stock),0826,10A1F810 00000826 
Jensen Interceptor MkIII '74 (Stock),088C,10A1F810 0000088C 
Lancia DELTA HF Integrale Evoluzione '91 (Stock),0933,10A1F810 00000933 
Lancia DELTA HF Integrale Evoluzione '91 (VCD Applied),0A21,10A1F810 00000A21 
Lancia DELTA HF Integrale Rally Car '92 (Stock),08EF,10A1F810 000008EF 
Lancia Delta S4 Rally Car '85 (Stock),068A,10A1F810 0000068A 
Lancia STRATOS '73 (Stock),080A,10A1F810 0000080A 
Lancia STRATOS Rally Car '77 (Stock),0787,10A1F810 00000787 
Land Rover Range Stormer Concept '04 (Stock),09AE,10A1F810 000009AE 
Land Rover Range Stormer Concept '04 (VCD Applied),0A94,10A1F810 00000A94 
Lexus GS300 '00 (Stock),0A03,10A1F810 00000A03 
Lexus GS300 '91 (Stock),0A02,10A1F810 00000A02 
Lexus GS300 Vertex Edition (J) '00 (Stock),0A04,10A1F810 00000A04 
Lexus IS200 (J) '98 (Stock),0A14,10A1F810 00000A14 
Lexus IS200 '98 (Stock),07C5,10A1F810 000007C5 
Lexus IS300 Sport Cross '01 (Stock),07C7,10A1F810 000007C7 
Lexus SC300 '97 (Stock),0A06,10A1F810 00000A06 
Lexus SC430 '01 (Stock),07C9,10A1F810 000007C9 
Lister Storm V12 Race Car '99 (Stock),0809,10A1F810 00000809 
Lotus Carlton '90 (Stock),0831,10A1F810 00000831 
Lotus Elan S1 '62 (Stock),0832,10A1F810 00000832 
Lotus Elise '00 (Stock),0658,10A1F810 00000658 
Lotus Elise 111R '04 (Stock),0934,10A1F810 00000934 
Lotus Elise 111S '03 (Stock),0967,10A1F810 00000967 
Lotus Elise Sport 190 '98 (Stock),08F0,10A1F810 000008F0 
Lotus Elise Type 72 '01 (Stock),07B2,10A1F810 000007B2 
Lotus Esprit Sport 350 '00 (Stock),0752,10A1F810 00000752 
Lotus Esprit Turbo HC '87 (Stock),0788,10A1F810 00000788 
Lotus Esprit V8 '02 (Stock),09B9,10A1F810 000009B9 
Lotus Esprit V8 GT '98 (Stock),0935,10A1F810 00000935 
Lotus Esprit V8 SE '98 (Stock),07B3,10A1F810 000007B3 
Lotus Europa Special '71 (Stock),08F1,10A1F810 000008F1 
Lotus Motor Sport Elise '99 (Stock),08F2,10A1F810 000008F2 
Mazda 110S (L10A) '67 (Stock),0949,10A1F810 00000949 
Mazda 110S (L10B) '68 (Stock),0880,10A1F810 00000880 
Mazda 787B Race Car '91 (Stock),0726,10A1F810 00000726 
Mazda Autozam AZ-1 '92 (Stock),08AC,10A1F810 000008AC 
Mazda BP FALKEN RX-7 (D1GP) '03 (Stock),06EC,10A1F810 000006EC 
Mazda Carol 360 Deluxe '62 (Stock),076C,10A1F810 0000076C 
Mazda DEMIO (J) '99 (Stock),07B1,10A1F810 000007B1 
Mazda Familia Sedan Sport 20 '02 (Stock),068C,10A1F810 0000068C 
Mazda KUSABI '03 (Stock),06BF,10A1F810 000006BF 
Mazda Mazda 323F '93 (Stock),0864,10A1F810 00000864 
Mazda Mazda2 '03 (Stock),0957,10A1F810 00000957 
Mazda Mazda6 5-door '03 (Stock),0950,10A1F810 00000950 
Mazda Mazda6 Concept '01 (Stock),07CD,10A1F810 000007CD 
Mazda Mazda6 MPS '05 (Stock),0945,10A1F810 00000945 
Mazda Mazda6 Touring Car '02 (Stock),07CE,10A1F810 000007CE 
Mazda MX-5 (NA) '89 (Stock),09FE,10A1F810 000009FE 
Mazda MX-5 1.8 RS (NB, J) '98 (Stock),0824,10A1F810 00000824 
Mazda MX-5 1600 NR-A (NB, J) '04 (Stock),0A98,10A1F810 00000A98 
Mazda MX-5 1800 RS (NB, J) '00 (Stock),0823,10A1F810 00000823 
Mazda MX-5 1800 RS (NB, J) '04 (Stock),0A96,10A1F810 00000A96 
Mazda MX-5 J-Limited (NA, J) '91 (Stock),086D,10A1F810 0000086D 
Mazda MX-5 J-Limited II (NA, J) '93 (Stock),0871,10A1F810 00000871 
Mazda MX-5 SR-Limited (NA, J) '97 (Stock),0875,10A1F810 00000875 
Mazda MX-5 S-Special Type I (NA, J) '95 (Stock),0954,10A1F810 00000954 
Mazda MX-5 VR-Limited (NA, J) '95 (Stock),090F,10A1F810 0000090F 
Mazda MX-5 V-Special Type II (NA, J) '93 (Stock),0910,10A1F810 00000910 
Mazda MX-Crossport '05 (Stock),0A8F,10A1F810 00000A8F 
Mazda MX-Crossport '05 (VCD Applied),0ABA,10A1F810 00000ABA 
Mazda RX-7 GT-Limited (FC, J) '85 (Stock),09E1,10A1F810 000009E1 
Mazda RX-7 GT-X (FC, J) '90 (Stock),09E2,10A1F810 000009E2 
Mazda RX-7 INFINI III (FC, J) '90 (Stock),09E3,10A1F810 000009E3 
Mazda RX-7 LM Race Car '01 (Stock),07F0,10A1F810 000007F0 
Mazda RX-7 Spirit R Type A (FD) '02 (Stock),06F7,10A1F810 000006F7 
Mazda RX-7 Type R (FD, J) '91 (Stock),09E4,10A1F810 000009E4 
Mazda RX-7 Type R (FD, J) '93 (Stock),09E5,10A1F810 000009E5 
Mazda RX-7 Type R Bathurst R (FD) '01 (Stock),07F1,10A1F810 000007F1 
Mazda RX-7 Type RS (FD) '00 (Stock),098D,10A1F810 0000098D 
Mazda RX-7 Type RS (FD) '98 (Stock),07F2,10A1F810 000007F2 
Mazda RX-7 Type R-S (FD, J) '95 (Stock),09E7,10A1F810 000009E7 
Mazda RX-7 Type RS (FD, J) '96 (Stock),09E6,10A1F810 000009E6 
Mazda RX-7 Type RS-R (FD) '97 (Stock),09C2,10A1F810 000009C2 
Mazda RX-7 Type RZ (FD) '00 (Stock),07F3,10A1F810 000007F3 
Mazda RX-7 Type RZ (FD, J) '92 (Stock),09E8,10A1F810 000009E8 
Mazda RX-7 Type RZ (FD, J) '93 (Stock),09E9,10A1F810 000009E9 
Mazda RX-7 Type RZ (FD, J) '95 (Stock),09EA,10A1F810 000009EA 
Mazda RX-7 Type RZ (FD, J) '96 (Stock),09EB,10A1F810 000009EB 
Mazda RX-8 '03 (Stock),08AE,10A1F810 000008AE 
Mazda RX-8 Concept (Type-I) '01 (Stock),07F4,10A1F810 000007F4 
Mazda RX-8 Concept (Type-II) '01 (Stock),0676,10A1F810 00000676 
Mazda RX-8 Concept LM Race Car '01 (Stock),0675,10A1F810 00000675 
Mazda RX-8 Type E (J) '03 (Stock),084C,10A1F810 0000084C 
Mazda RX-8 Type S (J) '03 (Stock),06F8,10A1F810 000006F8 
Mercedes 190 E 2.5 - 16 EvoII '91 (Stock),0834,10A1F810 00000834 
Mercedes 300 SL Coupe '54 (Stock),0781,10A1F810 00000781 
Mercedes A 160 Avantgarde '98 (Stock),0911,10A1F810 00000911 
Mercedes CL 600 '00 (Stock),07AB,10A1F810 000007AB 
Mercedes CLK 55 AMG '00 (Stock),07AC,10A1F810 000007AC 
Mercedes CLK Touring Car '00 (Stock),075A,10A1F810 0000075A 
Mercedes E 55 AMG '02 (Stock),0833,10A1F810 00000833 
Mercedes SL 500 (R129) '98 (Stock),0925,10A1F810 00000925 
Mercedes SL 500 (R230) '02 (Stock),0825,10A1F810 00000825 
Mercedes SL 55 AMG (R230) '02 (Stock),06FB,10A1F810 000006FB 
